name,age,draft_position,length_of_contract,year_of_contract,gp,a,toi_per_g,plus_minus,pim,pp_pts,shots,shooting_pct,faceoff_pct,g60,gp_24,plus_minus_24,p60_24,shooting_pct_24,pos_C,pos_D,pos_L,pos_R,expiry_status_RFA,expiry_status_UFA,draft_tier_after1,draft_tier_round1,draft_tier_top_10,draft_tier_undrafted
Leo Carlsson,-0.017049165,0.0032412289,-0.013714835,-0.00087702996,0.0,-0.0031781418,0.0057772314,-0.0002873608,-0.0009191544,0.000962555,-0.0023410006,0.0005346462,-0.0011306977,-0.0015202141,0.0,-0.0008357968,0.0010863127,0.0017085596,-1.8439665e-05,0.000258203,-1.893759e-05,-9.395579e-06,2.1894151e-05,0.0,-3.2019243e-06,-1.977397e-05,5.6333243e-05,2.5899091e-05
Cutter Gauthier,-0.015987428,0.0013762189,-0.014187796,-0.00040514427,0.0,0.00057353586,-0.001729729,-0.00014541572,0.00048167718,0.00132104,0.0024161546,-0.0010673936,1.9812996e-05,-0.0013636097,0.0,-0.0006499477,0.0026322892,-0.0010903442,-3.3461794e-05,7.9877565e-05,0.00023224033,-9.395579e-06,2.1894151e-05,0.0,-3.2019243e-06,-2.9039727e-05,5.1895346e-05,2.5899091e-05
Mikael Granlund,0.009558241,0.0030422083,-0.008466563,0.00059613574,0.0,0.002129399,0.010503142,0.0009293897,0.0007808699,0.005736587,0.0012868852,0.0010436034,0.00091228855,-0.0003472747,0.0,-0.0009946906,0.005737874,0.0030601537,8.702325e-06,0.00020662733,-4.8245092e-05,-2.0412113e-05,2.1894151e-05,0.0,-3.2019243e-06,-1.5949008e-06,5.1895346e-05,7.302133e-05
Jansen Harkins,0.0005341055,-0.00046090627,-0.010564082,0.00014041703,0.0,-0.0011770411,-0.008009995,6.92428e-05,0.0004834402,-0.0022177151,-0.00041098072,0.00016477404,-0.0006638267,2.4958053e-05,0.0,3.2132375e-05,-0.0049250303,-9.379144e-05,-7.764711e-05,0.00011194259,-4.0519986e-05,-3.845284e-05,7.024306e-06,0.0,4.0654413e-06,-7.362586e-06,-1.9281451e-05,-1.0828387e-05
Ross Johnston,0.00042729356,-0.0038367168,0.0065403767,0.00044759797,0.0,-0.0033956284,-0.008592057,-0.00023084873,0.00030492447,-0.0036166727,-0.0006444058,0.00015405825,0.0001545031,0.00029049284,0.0,4.0397535e-05,-0.0038784642,-0.0014161334,0.00010881242,-3.8841652e-05,0.00022053215,-3.845284e-05,6.281256e-06,0.0,-1.9708464e-06,-8.98609e-06,-1.9281451e-05,-0.00027768317
Alex Killorn,0.008461118,-0.0007019249,0.0074365716,0.000846599,0.0,0.00070724095,-8.97471e-05,0.00068349566,-0.000764949,-0.0010466694,0.00147441,0.00035826702,0.00026146087,0.00011336677,0.0,-0.00038081143,-0.00019638026,0.0040717646,8.1665996e-05,-5.7872945e-05,0.00023224033,-7.970619e-05,2.1894151e-05,0.0,7.7647404e-05,3.3258962e-06,-2.4032564e-05,6.266424e-05
Chris Kreider,0.0049243467,-0.00038657253,0.024836581,-0.0010651335,0.0,-0.00024792628,-0.001215589,0.0003863048,-0.0005231598,0.002470188,0.0009982013,-0.0008284383,0.00020024099,-0.00082181866,0.0,5.056098e-05,-1.475758e-05,0.0038914687,3.6290076e-05,-4.1181993e-05,0.00023224033,-2.8375991e-05,2.1894151e-05,0.0,-1.9708464e-06,5.536848e-05,-1.5859236e-05,6.1937106e-05
Mason McTavish,-0.0054060104,0.0031825937,0.024905033,0.00036042155,0.0,0.00034239003,-0.0013861937,0.0012271443,-0.0007963757,0.003704606,0.0019210042,-0.00043478556,0.00080449507,-8.2960556e-05,0.0,0.00012618242,0.0046909475,0.00037804013,-1.3757039e-05,2.316882e-05,-4.8245092e-05,-1.6113443e-05,2.1894151e-05,0.0,-3.2019243e-06,-4.2015836e-06,5.1895346e-05,4.846383e-05
Ryan Poehling,0.0012535753,0.0002137235,-0.008872031,0.00016551292,0.0,0.0013018276,-0.0014264606,-0.0007016893,-0.00038955256,-0.0022444713,-0.00031111605,-0.00030747423,7.965236e-05,-3.3387143e-05,0.0,-0.00032959788,0.0037328333,-0.00013001368,-5.5451863e-05,4.4505345e-05,-3.5722547e-05,-3.8968414e-05,1.46998655e-05,0.0,-1.9708464e-06,-7.099285e-05,-2.6868389e-05,6.6536224e-05
Beckett Sennecke,-0.014249377,0.0006168237,-0.014468427,0.0003550216,0.0,0.0014061618,-0.0007791391,0.00066297164,0.0011617353,0.00043373206,-6.690918e-05,-0.00021925505,-1.946636e-06,-0.0005990892,0.0,-0.0003381773,-0.0016115722,-0.0008504522,3.176413e-05,6.291261e-05,-4.8245092e-05,0.00010873165,-0.00018889071,0.0,-3.2019243e-06,-1.7939805e-05,5.1895346e-05,2.3942524e-05
Troy Terry,0.0024542394,-0.0021756038,0.027942127,-0.0004352455,0.0,-0.002175835,0.0020701091,0.0020097187,0.0007718416,0.0061113387,-0.00074931764,0.00045954785,0.00015643165,-0.0010534327,0.0,-0.0007591259,0.0032773488,-0.0011088919,-2.4229863e-05,0.00013430114,-2.3080931e-05,0.00021271472,2.1894151e-05,0.0,5.1487905e-06,4.9619768e-05,-1.7890137e-05,7.302133e-05
Frank Vatrano,0.0039954926,-0.002920374,-0.009132361,-4.2668153e-06,0.0,0.00021427394,-0.00619587,0.0014669503,0.0005888098,-0.0014382006,0.0016257461,0.00040181645,0.00011439128,0.0004588932,0.0,0.0012760342,0.0028056928,4.687641e-05,6.7364825e-05,-3.5027438e-06,-2.2504533e-05,0.0003896018,6.281256e-06,0.0,-1.9708464e-06,-7.362586e-06,-1.4753253e-05,-0.00012515552
Jeffrey Viel,0.00027677976,-0.002368849,-0.0108337905,-7.330642e-05,0.0,-0.000932875,-0.0056727724,0.00020737364,-0.00041568113,-0.0017225177,-0.0007722265,-0.0002563815,6.9873146e-05,0.00038117802,0.0,0.00031433866,-0.005523058,-0.0008932273,5.1975032e-05,0.00011502148,0.00017499598,-4.576445e-05,4.517612e-06,0.0,-3.4384386e-05,-7.362586e-06,-2.3731505e-05,-0.000107709646
Tim Washe,-0.0015966191,-0.0017003797,-0.010739368,0.0019692334,0.0,-0.00023592415,-0.0044068904,1.3525125e-05,-0.0008200234,-0.0019408087,-0.00014825378,0.00026375527,0.00046173687,0.0005987645,0.0,-0.00019845672,-0.0035252778,-0.00026381743,-7.020343e-05,3.846291e-05,-3.286593e-05,-3.7788064e-05,-3.8975486e-05,0.0,-1.9708464e-06,3.4128614e-05,-1.4668055e-05,-0.00017343981
John Carlson,0.007841763,-0.0013504153,0.0322425,-0.0017993877,0.0,-0.0027849884,0.012917609,6.6604875e-06,-0.0008708432,0.0050226776,0.0004781763,0.0002715308,0.000105152954,0.000245588,0.0,-0.0009229479,9.028359e-05,-0.0010465053,-3.367466e-06,0.00012160449,-1.6220562e-05,-2.5413832e-05,2.1894151e-05,0.0,2.5216272e-05,-5.6604295e-05,-0.0001299713,6.165986e-05
Radko Gudas,0.011169848,-0.00016364397,-0.0073594553,-0.00042940173,0.0,0.0007921582,0.00036060074,5.5580833e-05,0.0005172162,-0.0016685294,-0.0011998147,0.00023465054,0.00010261641,0.0015100259,0.0,0.0002953862,-0.0039728084,-0.00096487784,6.7364825e-05,8.642374e-05,-4.9196264e-05,-7.134659e-05,1.46998655e-05,0.0,4.0654413e-06,-1.2076847e-05,-2.4837487e-05,5.7487017e-05
Drew Helleson,-0.0035452785,-0.00014753407,-0.011269068,0.00011289911,0.0,-0.00046601053,-0.0003878448,7.663382e-05,-0.0003086012,-0.0021021054,-0.00041407548,-3.6577647e-05,3.9635866e-05,0.0008134978,0.0,-8.63593e-05,-0.003075203,-0.0008603358,2.795108e-05,-0.00011860852,-7.25008e-05,-5.515608e-05,1.46998655e-05,0.0,4.0654413e-06,-3.4146724e-06,-2.0387433e-05,4.8518206e-05
Jackson LaCombe,-0.0042922045,3.384756e-05,-0.01207935,0.0007891488,0.0,-0.005340675,0.013737435,-0.0005526671,4.936985e-05,0.0033933902,9.884374e-06,-0.00034690078,6.7379115e-05,0.00025601318,0.0,-0.0019428009,-0.0022077153,-0.0015562247,1.426195e-05,-0.00032932544,-5.223805e-05,-3.0868076e-05,2.1894151e-05,0.0,4.0654413e-06,3.3876982e-05,-1.5859236e-05,4.9522594e-05
Pavel Mintyukov,-0.011966946,0.0014113699,-0.011490133,-0.00076690706,0.0,5.893709e-05,0.0027433834,0.00015442136,-0.0001297598,-0.001792004,-0.00097187597,-0.0007086998,4.979239e-05,0.00036203937,0.0,-0.00045467712,-0.0018241322,-0.00069953204,2.795108e-05,-0.00027325508,-4.9196264e-05,-4.823759e-05,1.46998655e-05,0.0,-1.9708464e-06,-1.3526947e-05,0.00012680763,2.94366e-05
Ian Moore,-0.004465508,-7.6545926e-05,-0.0107763875,0.000107560816,0.0,-0.0009752552,-0.0039420165,0.00046003837,-0.00083166553,-0.0019898708,-0.0011186564,0.00023289543,8.56486e-05,0.0006996226,0.0,-0.0002267769,-0.0007629188,-0.0005674738,2.6056954e-05,-0.00011671233,-5.62181e-05,-6.246768e-05,1.46998655e-05,0.0,-5.2496736e-05,-3.0671057e-05,-2.6406466e-05,2.8063267e-05
Jacob Trouba,0.0020935778,0.004812606,0.028017977,-0.0013042168,0.0,0.00023511128,0.010901006,0.0003639323,-0.0010605804,-0.0020327205,0.0015335113,0.0009382244,0.0001469591,0.00053043175,0.0,-0.00026707537,-0.005645383,-0.0005477661,2.795108e-05,4.593817e-05,-1.9693322e-05,-4.7745067e-05,7.024306e-06,0.0,-3.2019243e-06,-6.942044e-06,5.1895346e-05,5.4901007e-05
Olen Zellweger,-0.010220433,1.4753594e-05,-0.011366744,-0.0006423882,0.0,0.00019979924,-0.000725974,-0.00031851232,-0.00071600877,-0.0015523996,5.2810523e-05,0.00021059703,4.0434294e-05,0.00037037005,0.0,-0.00042259574,-0.0014788081,-0.000673784,2.795108e-05,-9.1514405e-05,-2.3267372e-05,-5.2115924e-05,2.1894151e-05,0.0,4.0654413e-06,-4.7464753e-05,-1.7890137e-05,4.8518206e-05
Viktor Arvidsson,0.0047022663,-0.0006872748,-0.010873407,0.00022695739,0.0,0.003711189,-0.0026437952,0.0020701499,0.00052580616,0.0016259277,-0.00037018576,-0.0003252732,-5.311851e-05,-0.0013125103,0.0,-0.00073063985,0.0031754302,9.693229e-05,1.0450696e-05,7.030635e-05,0.00012289763,-5.157083e-05,2.1894151e-05,0.0,5.1487905e-06,1.13218675e-05,-1.7890137e-05,4.6949754e-05
Michael Eyssimont,0.0006043136,-0.0007834288,-0.0116704665,5.984623e-05,0.0,-0.002090947,-0.00867247,0.00036258815,-0.000992707,-0.00052337087,0.0012886695,9.012951e-05,0.0005723345,-5.91469e-06,0.0,-0.0005017813,-0.0015798676,-0.00045482544,-4.5690507e-05,0.000101223486,-2.8028491e-05,-4.7344132e-05,2.1894151e-05,0.0,0.00011703768,-7.362586e-06,-1.4753253e-05,2.109856e-05
Morgan Geekie,0.001158126,-0.0011201458,0.017642526,0.00053155154,0.0,-0.0005814867,-0.0018667239,6.588241e-05,0.00052540225,0.0077150534,-0.000626019,0.001341246,-0.0011405613,-0.0022734574,0.0,-0.00061190326,0.0049676667,-0.00056872464,-6.052348e-05,2.4622464e-05,-4.8245092e-05,-2.501124e-05,2.1894151e-05,0.0,5.1487905e-06,1.4537921e-05,-1.5859236e-05,7.302133e-05
Tanner Jeannot,0.0006806862,-0.0044540297,0.012148762,0.0001750422,0.0,5.2952295e-05,-0.004703839,0.00050795026,0.0002080874,-0.0035439304,-0.001807507,0.00010101536,0.00017512948,0.00036996783,0.0,-0.00016616633,-0.0019782034,0.0004665591,0.00010881242,4.260625e-05,0.00033381747,-6.313246e-05,6.281256e-06,0.0,-1.9708464e-06,-7.362586e-06,-2.4837487e-05,-0.00045093714
Mark Kastelic,0.001029528,-0.00054427667,-0.009111532,0.00019906658,0.0,-0.00074150605,-0.00423111,-0.00028292974,6.215839e-05,-0.0018962226,-0.0009182297,-0.0009502964,0.00044424355,-0.00018862741,0.0,-0.00013663368,-0.0012786796,-0.00047531645,-0.0001827126,6.523769e-06,-3.190838e-05,-6.246768e-05,1.46998655e-05,0.0,4.0654413e-06,-7.362586e-06,-2.4506606e-05,3.2443262e-05
Marat Khusnutdinov,-0.0058205035,-0.00032666125,-0.011113376,0.00028537182,0.0,-0.00073541893,-0.002961646,1.1990705e-06,0.0006160907,-0.0017249306,-0.00079877686,0.001789414,-0.0008388806,-0.000112387555,0.0,0.0011313683,-0.003600465,-0.00044925188,-3.410586e-05,9.262031e-05,-3.5722547e-05,-5.2115924e-05,1.46998655e-05,0.0,4.0654413e-06,1.1205848e-06,-2.6868389e-05,3.195221e-05
Sean Kuraly,0.0052202423,-0.00021851333,-0.009626157,4.966341e-05,0.0,-0.0024552913,-0.0041170446,9.192375e-05,-0.0005364057,-0.0018060745,-0.0010578613,0.00038992352,-0.0002814072,0.0004791343,0.0,-0.00033439082,-0.0016785867,-0.00077356235,-7.020343e-05,4.8851078e-05,-4.0555253e-05,-6.313246e-05,1.46998655e-05,0.0,4.0654413e-06,-6.837944e-06,-2.3731505e-05,3.435147e-05
Elias Lindholm,0.002983988,0.003482336,0.02567362,-0.00038646796,0.0,0.0013288716,0.0016288484,0.00038476722,-0.0010472619,0.0057923016,0.0012788665,-0.0012244207,-0.00021214447,5.138904e-05,0.0,-0.00017752705,0.00038489446,-0.0008484087,-3.547685e-05,6.180726e-05,-6.385979e-05,-1.9791301e-05,2.1894151e-05,0.0,-1.9708464e-06,1.5681968e-05,5.1895346e-05,7.302133e-05
Fraser Minten,-0.011231115,-0.00012962475,-0.010700648,-0.0006489584,0.0,0.00018124447,-0.00035239026,-0.00067379803,0.0002923724,-0.0019705116,-0.00031699135,-0.00080115494,0.0010630843,-0.00031299487,0.0,0.00063597265,-0.0015053983,0.00047731368,-2.3875964e-05,9.727453e-05,-3.2625292e-05,-5.2115924e-05,-0.00018889071,0.0,4.0654413e-06,1.1205848e-06,-2.6868389e-05,1.4814874e-05
Casey Mittelstadt,0.0032300064,0.0029601876,-0.00883002,-0.0004669448,0.0,0.002502897,-0.00070802675,0.0010556416,0.0009101908,0.0022632412,-0.0004570688,0.0023833285,0.0012508221,0.00029795172,0.0,0.0005572868,0.0037064727,0.0037941893,-2.4264404e-05,9.594101e-05,-4.12663e-05,-2.9265946e-05,2.1894151e-05,0.0,-5.7791643e-05,3.5948004e-05,0.00013124553,6.1937106e-05
David Pastrnak,0.0032011664,0.00018595092,0.031051304,-0.000603528,0.0,0.007616935,0.012695885,-0.0012659307,-0.00090218324,0.0077083004,0.0031656353,0.00014487596,0.00013322808,5.366144e-05,0.0,-0.00048031847,0.015428155,0.0026857702,1.580306e-05,7.343237e-05,-1.7537179e-05,0.00015769473,9.166449e-06,0.0,-1.2555882e-05,3.266473e-06,-0.00010399771,3.740397e-05
Lukas Reichel,-0.0065218667,0.00041304357,-0.011176863,0.00025100439,0.0,-0.0022744949,-0.003859379,0.00013921945,0.0006068535,-0.001758759,-0.0004259323,-0.00027628223,8.718761e-05,0.00025399786,0.0,0.0009301699,0.0016954563,-0.0007831419,2.6056954e-05,0.00010664351,0.00033381747,-4.480432e-05,1.46998655e-05,0.0,-1.9708464e-06,8.6185704e-05,-1.9281451e-05,2.2868666e-05
Alex Steeves,-0.00023179698,-0.0040515293,-0.009353468,1.584921e-05,0.0,-0.0027294795,-0.007566897,-0.0007547679,-0.0005728748,0.00029478816,-0.0002937568,0.00024547667,-0.0007528555,-0.00054737733,0.0,-0.0016382585,0.0022086608,0.001720314,-9.2772796e-05,6.631957e-05,-1.2860697e-05,-4.9633498e-05,1.3475543e-05,0.0,-1.8459141e-06,-2.796864e-06,-3.0218878e-05,-0.0002722131
Pavel Zacha,0.0030190356,0.0013029807,0.0077859834,0.00048481204,0.0,0.0021758599,-0.0015651489,-0.0015409061,-0.0006968573,0.0074191377,0.00019697368,0.0011964735,-0.00035182282,-0.00097601913,0.0,-0.00062820123,0.00060225336,-0.001414769,-5.3542102e-05,7.474434e-05,-2.7081538e-05,-2.275346e-05,2.1894151e-05,0.0,-1.9708464e-06,1.3151815e-05,5.6333243e-05,6.1937106e-05
Jonathan Aspirot,6.474477e-05,-0.003999591,-0.009608683,7.1728173e-06,0.0,-0.002434555,-0.00027455576,-0.002342278,0.0006567853,-0.0019700362,-0.00013679755,5.556378e-05,7.5867492e-06,0.0010101442,0.0,-0.00047042573,-0.001155936,-0.0010378066,4.5453264e-05,-9.14303e-05,-3.7452133e-05,-5.515608e-05,6.281256e-06,0.0,-1.9708464e-06,-1.6373131e-05,-2.0056552e-05,-0.0004923605
Jordan Harris,-0.0021075122,-0.0006506629,-0.016983872,0.0012771786,0.0,-0.00037242327,-0.0007757825,4.888986e-05,0.00013901667,-0.0020380835,-0.00049858616,4.5853278e-05,2.4474411e-05,9.3724535e-05,0.0,-0.0003949062,-0.0029852774,-0.0006214242,2.795108e-05,-9.498032e-05,-5.5340737e-05,-6.246768e-05,1.46998655e-05,0.0,4.0654413e-06,9.443131e-05,-1.7122456e-05,4.862973e-05
Henri Jokiharju,0.00034563444,-0.00017388078,-0.008224164,0.00039134562,0.0,0.001454716,0.0041136644,-0.00013533604,0.00013763139,-0.0027682562,-0.0004497314,-6.596904e-05,2.7561897e-05,0.0007413532,0.0,-0.00095968123,-0.0048770565,-0.00014502932,1.6296155e-05,-0.00017007615,-3.5722547e-05,-3.1656808e-05,9.166449e-06,0.0,2.6447351e-05,-5.1384213e-05,-4.839194e-05,6.175309e-05
Hampus Lindholm,0.0011066678,0.0028314427,0.031443123,-0.0006312576,0.0,1.733348e-05,0.012286155,-0.00037266355,-0.0013481666,-0.003932776,-0.0002783615,4.958635e-05,0.00012714483,0.0003956435,0.0,-0.00049486506,-0.0014241044,-0.00050084846,4.2214233e-05,3.3542587e-05,-4.4956556e-05,-5.9254126e-05,2.1894151e-05,0.0,-1.9708464e-06,-1.4487332e-05,0.00024391394,6.457966e-05
Mason Lohrei,-0.0023118453,-0.0003260902,-0.011115666,0.00024555065,0.0,-0.00041301723,-0.00031906195,0.0020711164,0.0004944311,0.00097238796,-0.0009008308,0.00027815177,3.6367717e-05,0.0005293453,0.0,8.0384896e-05,-0.0012700269,-0.00065136334,5.608654e-07,-0.0001394597,-4.12663e-05,-5.6643556e-05,2.1894151e-05,0.0,7.7647404e-05,1.7564671e-05,-2.6868389e-05,4.136319e-05
Charlie McAvoy,0.0017887747,0.0004092888,0.03510393,-0.0016361532,0.0,0.0063485056,0.012829994,0.0014853085,-0.00023402649,0.007791087,0.0012876414,0.00042665077,8.5006555e-05,9.836081e-05,0.0,-0.0008317307,-0.0017259548,-0.0006823318,3.79404e-05,2.2190481e-05,-3.2109347e-05,-2.3669638e-05,2.1894151e-05,0.0,-1.9708464e-06,1.332786e-05,-0.00010399771,3.6506168e-05
Andrew Peeke,0.00093330955,-0.00048569753,-0.008415492,-0.0009481229,0.0,-0.0010901722,0.008832456,0.00065285823,0.0001342501,-0.0023834584,-0.0013349303,-0.00015829699,9.896093e-05,0.00065781304,0.0,0.00022391102,-0.0040527857,-0.0010653193,2.795108e-05,-0.00024717368,-5.62181e-05,-6.313246e-05,1.46998655e-05,0.0,4.0654413e-06,-3.4146724e-06,-2.3731505e-05,4.9305476e-05
Nikita Zadorov,0.0030381586,9.1745576e-05,0.0130728455,-0.0011865816,0.0,-0.00066357764,0.011453971,-0.00021137917,-0.0010560972,-0.0038024453,-0.002019093,0.00017660405,0.0001407153,0.0005961147,0.0,0.0015916167,-0.0045518153,-0.00046389567,7.768733e-05,-0.0001245582,-2.9883628e-05,-6.313246e-05,1.46998655e-05,0.0,5.3974883e-05,2.2454555e-05,-5.284199e-05,7.18462e-05
Zach Benson,-0.0121537205,0.0004081316,-0.012284854,-0.0007443011,0.0,0.0017015126,-0.00026651972,-0.002696047,0.000903923,-0.0001889999,0.0005002294,-0.0010893916,-4.8939964e-06,-0.00022025312,0.0,-0.00023147993,-0.00066745526,-0.0004994622,3.5692465e-05,4.9749236e-05,0.00019014033,-3.1152118e-05,2.1894151e-05,0.0,-5.7791643e-05,4.4942455e-05,-1.7890137e-05,2.461244e-05
Sam Carrick,0.005928824,-0.00018289356,-0.008119894,-0.0007168848,0.0,-0.0011467735,-0.010005318,0.00036280937,-0.00040212032,-0.0019027924,-0.0011162459,-0.00023521986,0.0002808331,-0.0004385302,0.0,-0.00018717378,-0.0011688409,-0.0007564128,-0.0001827126,-6.2292296e-05,-2.3871387e-05,-4.576445e-05,1.46998655e-05,0.0,4.0654413e-06,-9.796893e-06,-2.3731505e-05,9.374064e-06
Justin Danforth,0.004233143,-0.0015746376,-0.00999968,-3.8606067e-06,0.0,-0.00064011704,-0.0075635193,0.0006538952,-0.0007030837,-0.0015783622,-0.00046225588,-3.605428e-05,7.2127266e-05,0.00031014314,0.0,-4.544879e-05,1.6333324e-05,7.725551e-05,2.795108e-05,8.6001426e-05,-3.114554e-05,0.0003306357,6.281256e-06,0.0,-1.9708464e-06,-9.796893e-06,-1.9281451e-05,-0.00015620256
Josh Doan,-0.0050019743,1.2748091e-05,-0.011552998,7.967894e-05,0.0,0.0001345304,-0.0007787041,-0.00026542332,0.00017376279,0.00392924,-0.000832066,-0.0012057908,-3.7483624e-06,-0.0025598714,0.0,-0.0007367513,0.0016287685,-0.00061484025,1.21695175e-05,6.0480725e-05,-4.8245092e-05,0.00014462692,2.1894151e-05,0.0,5.1487905e-06,-1.6122962e-05,-1.5859236e-05,4.784829e-05
Josh Dunne,0.0003711184,-0.0021307154,-0.010720665,-5.4603253e-05,0.0,-0.00036553052,-0.007401663,0.0004233741,8.4620704e-05,-0.0019607842,-0.00023704141,-0.0005021217,-0.00047266972,0.0005374907,0.0,-0.0004719364,-0.0049525774,-0.0004719054,-0.00012848192,5.430512e-05,-4.0519986e-05,-3.7788064e-05,4.517612e-06,0.0,-1.9708464e-06,-7.362586e-06,-1.9281451e-05,-8.410127e-05
Jordan Greenway,0.0019534042,-0.0002244994,-0.010515531,0.00020024783,0.0,-0.00093168934,-0.0043403427,0.00014587304,0.0013501451,-0.0019780935,-0.00027538318,0.0003705118,0.00010310306,0.0011580354,0.0,0.0013627587,-0.0016649349,0.00011363855,4.5453264e-05,0.0001041699,0.0003811483,-5.5820856e-05,1.46998655e-05,0.0,4.0654413e-06,-7.362586e-06,-1.9281451e-05,2.6244274e-05
Tyson Kozak,-0.0065524084,-0.0008350633,-0.010881922,-3.3971082e-05,0.0,-0.0005048443,-0.006434544,-0.000113304886,-0.00018348401,-0.0015719074,-0.00048277384,-5.726763e-05,0.000112999,0.0007271088,0.0,-5.70727e-05,-0.0011388164,-0.001535999,-9.510479e-05,7.9276615e-05,-3.8789585e-05,-2.7436305e-05,-0.00012682237,0.0,4.0654413e-06,-3.0005724e-05,-1.9281451e-05,1.2284889e-05
Peyton Krebs,-0.0032939026,0.0003414515,-0.010969202,0.00027402304,0.0,0.0005911443,-0.003972837,0.00078649115,0.00020992287,-0.0018740275,-0.0006418582,-0.0004435932,-0.0006946501,-0.00013533048,0.0,-0.00013165757,-0.00030041396,0.0007685402,-0.00014661503,2.4552643e-05,-4.12663e-05,-3.8968414e-05,1.46998655e-05,0.0,-1.9708464e-06,2.7407848e-05,-2.6868389e-05,4.2903037e-05
Jiri Kulich,-0.011358917,0.00026194408,-0.010900067,-0.000425505,0.0,-0.0017503306,-0.0012151303,0.00078601344,0.000115837756,-0.0013020443,0.0013672004,-0.0009565566,-0.00012083341,-0.00047833548,0.0,-0.00021905448,0.00041884693,-0.0006826556,-7.375878e-05,6.4873915e-05,-3.820265e-05,-6.041382e-05,-0.00012682237,0.0,-1.9708464e-06,0.00012242478,-1.4753253e-05,1.0754289e-05
Beck Malenstyn,0.000552332,-0.0004287761,-0.010827616,4.6615132e-05,0.0,-0.0005126026,-0.0073484997,0.00023898827,-0.0003317059,-0.0019927004,-0.00031696187,0.0003124615,4.2803324e-05,0.00023559244,0.0,0.00040056594,-0.003711081,-0.0006383032,2.6056954e-05,0.000100274076,0.00022053215,-3.845284e-05,1.46998655e-05,0.0,4.0654413e-06,-7.362586e-06,-1.9281451e-05,1.1655294e-05
Ryan McLeod,0.0020903382,-7.954656e-05,0.007971735,0.0007027917,0.0,0.0010804905,0.0022595145,-0.0016499968,0.0009308228,4.005462e-05,-0.0008277988,-0.00015641135,0.00022973359,2.0402706e-05,0.0,-0.000690833,0.0045783347,-0.0014266777,-0.00012750189,0.00010725072,-4.3467386e-05,-3.3144282e-05,2.1894151e-05,0.0,7.7647404e-05,8.469891e-05,-5.284199e-05,7.369124e-05
Josh Norris,0.0018279253,0.00034992158,0.033718042,-0.0001186586,0.0,-0.0008560282,-0.0008017365,-0.00039291996,0.0011534945,0.005745253,0.00043781666,0.0010766339,0.00092078047,-5.153078e-05,0.0,0.0010376617,0.00064752996,-0.00019360764,-8.239964e-05,-5.5058626e-06,-3.482638e-05,-3.2395346e-05,2.1894151e-05,0.0,-1.9708464e-06,-2.9025443e-05,-0.00010399771,6.1548264e-05
Noah Ostlund,-0.008763339,0.00051447755,-0.011281475,0.001545191,0.0,-0.00031224638,-0.0028509116,0.0018742025,0.00058193976,-9.7241835e-05,-0.0005934496,0.0020273614,-7.113268e-05,-0.00014532785,0.0,-3.8080972e-05,-0.0034647612,-0.0005111513,-2.918402e-06,3.3725748e-05,-3.361224e-05,-4.6291796e-05,-7.908309e-05,0.0,-1.9708464e-06,-5.6141747e-05,-1.9153358e-05,4.6620526e-06
Tanner Pearson,0.00387682,-0.00050803,-0.015879672,0.00032227935,0.0,-0.0010154392,-0.009820025,0.00075849594,-0.00046690257,-0.0016474646,-0.00020444511,-0.00024999803,5.8052883e-05,-0.00011806387,0.0,-0.00031115275,0.002317922,-0.00080981955,1.2215791e-05,8.889354e-06,0.00011303247,-3.845284e-05,1.46998655e-05,0.0,-1.9708464e-06,-4.5000634e-05,-1.5443156e-05,3.185871e-05
Jack Quinn,-0.0013797234,0.0024362837,-0.013079157,0.000135071,0.0,0.0017524452,-0.00047669577,-0.00062606315,0.0011137022,0.0033953106,-0.00026388944,-0.0013018443,2.7268663e-05,-0.00049023854,0.0,0.0007658555,0.0038249143,-0.00017495485,1.2367822e-05,9.764989e-05,-1.6736505e-05,0.00017331427,2.1894151e-05,0.0,-3.2019243e-06,3.5948004e-05,5.6333243e-05,3.7768463e-05
Tage Thompson,0.0022430478,-0.00080165325,0.023081826,-0.0006318242,0.0,-0.0001637316,0.0074660107,0.00013063208,-0.0010767045,0.0060938285,0.0031016346,-0.0013074967,-0.0009353812,-0.001099956,0.0,-0.00033353767,0.006721828,0.0007742578,-1.585961e-05,8.959015e-05,-5.745885e-05,-2.5676016e-05,2.1894151e-05,0.0,-2.188317e-06,7.893569e-06,-1.5859236e-05,7.302133e-05
Alex Tuch,0.0016938664,-0.0003576898,0.02268927,-0.0028360651,0.0,0.00080481684,0.002693176,-0.00076855696,5.363825e-05,-0.0008669488,-0.00014911807,-0.0005791799,0.00014227087,-0.0025620633,0.0,-0.0034619982,0.0022645001,-0.00039505368,-2.5620266e-06,7.249179e-05,-2.228026e-05,0.00025589063,2.1894151e-05,0.0,-3.5615463e-05,-2.7391756e-05,-4.3863743e-05,7.263249e-05
Jason Zucker,0.008885583,-0.00033176798,-0.01036119,0.00018185811,0.0,0.0011100943,0.00030104286,0.0005374507,-0.00057561346,0.0029518153,1.2518667e-06,0.0020892809,0.00012777717,-0.0026283162,0.0,-0.00052763894,0.0052643134,0.0046363724,-8.602758e-06,4.564061e-05,0.00024362942,-3.449501e-05,2.1894151e-05,0.0,5.1487905e-06,-1.6365912e-06,-1.5859236e-05,7.302133e-05
