name,team,pos,age,rwpi_role,rwpi_off_score,rwpi_def_score,rwpi_score,cap_hit,true_value,value_gap,expiry_status,expiry_year,years_left,gp,player_id
J.J. Moser,TBL,D,25.8042,Shutdown Defenseman,39.636913767019664,89.10741301059002,89.86384266263238,3658333.0,4000000.0,341667.0,RFA,2028.0,2.0,69.0,8482655
Darren Raddysh,TBL,D,30.0753,Offensive Defenseman,79.57639939485628,53.40393343419062,74.13010590015129,975000.0,5500000.0,4525000.0,UFA,2026.0,0.0,64.0,8478178
Steven Santini,TBL,D,31.0554,Unknown,,,,775000.0,,,UFA,2027.0,1.0,10.0,8477463
Easton Cowan,TOR,R,20.8515,Depth / Bottom-6 F,53.5552193645991,12.708018154311649,12.934947049924356,873500.0,1000000.0,126500.0,RFA,2028.0,2.0,57.0,8484158
Max Domi,TOR,C,31.0691,Depth / Bottom-6 F,59.152798789712556,13.767019667170954,17.549167927382754,3750000.0,1000000.0,-2750000.0,UFA,2028.0,2.0,71.0,8477503
Bo Groulx,TOR,C,26.1355,Unknown,,,,812500.0,,,UFA,2027.0,1.0,9.0,8480870
Calle Jarnkrok,TOR,C,34.5024,Defensive / PK Forward,29.046898638426626,78.81996974281392,59.001512859304086,2100000.0,1100000.0,-1000000.0,UFA,2026.0,0.0,48.0,8475714
Dakota Joshua,TOR,C,29.8645,Depth / Bottom-6 F,47.352496217851744,68.38124054462935,43.11649016641452,3250000.0,1650000.0,-1600000.0,UFA,2028.0,2.0,50.0,8478057
Matthew Knies,TOR,L,23.4415,Offensive Driver F,87.89712556732225,44.62934947049924,86.535552193646,7750000.0,7524497.3183238,-225502.68167619966,UFA,2031.0,5.0,70.0,8482720
Steven Lorentz,TOR,C,29.9521,Defensive / PK Forward,37.97276853252647,98.48714069591527,95.31013615733737,1350000.0,3250000.0,1900000.0,UFA,2028.0,2.0,63.0,8478904
Matias Maccelli,TOR,L,25.4483,Depth / Bottom-6 F,78.51739788199697,2.5718608169440245,29.34947049924357,3425000.0,1000000.0,-2425000.0,UFA,2026.0,0.0,62.0,8481711
Auston Matthews,TOR,C,28.5229,Offensive Driver F,90.01512859304086,51.8910741301059,92.8895612708018,13250000.0,7980030.255282034,-5269969.744717966,UFA,2028.0,2.0,60.0,8479318
William Nylander,TOR,R,29.9028,Offensive Driver F,96.06656580937972,14.826021180030258,77.91225416036308,11500000.0,6870600.075237421,-4629399.924762579,UFA,2032.0,6.0,56.0,8477939
Michael Pezzetta,TOR,L,28.0383,Unknown,,,,812500.0,,,UFA,2027.0,1.0,3.0,8479543
Jacob Quillan,TOR,C,24.1451,Unknown,,,,875000.0,,,UFA,2026.0,0.0,15.0,8484901
Nicholas Robertson,TOR,L,24.5394,Depth / Bottom-6 F,72.16338880484115,38.27534039334342,47.655068078668684,1825000.0,1650000.0,-175000.0,UFA,2026.0,0.0,69.0,8481582
John Tavares,TOR,C,35.5154,Offensive Driver F,93.04084720121028,12.859304084720122,69.44024205748866,4389280.0,6188170.302541317,1798890.3025413174,UFA,2029.0,3.0,73.0,8475166
Simon Benoit,TOR,D,27.5181,Shutdown Defenseman,0.7564296520423601,92.4357034795764,71.10438729198184,1350000.0,3750000.0,2400000.0,UFA,2027.0,1.0,64.0,8481122
Brandon Carlo,TOR,D,29.3306,Shutdown Defenseman,9.833585476550681,97.42813918305598,88.19969742813917,4100000.0,4000000.0,-100000.0,UFA,2027.0,1.0,50.0,8478443
Oliver Ekman-Larsson,TOR,D,34.694,Offensive Defenseman,35.854765506807865,36.91376701966717,11.649016641452345,3500000.0,1500000.0,-2000000.0,UFA,2028.0,2.0,70.0,8475171
Jake McCabe,TOR,D,32.4545,Shutdown Defenseman,11.800302571860817,100.0,91.98184568835099,4513102.0,4000000.0,-513102.0,UFA,2030.0,4.0,71.0,8476931
Philippe Myers,TOR,D,29.1663,Depth / 7th Defenseman,0.6051437216338881,60.06051437216339,20.87745839636914,850000.0,812500.0,-37500.0,UFA,2027.0,1.0,35.0,8479026
Morgan Rielly,TOR,D,32.0493,Offensive Defenseman,37.367624810892586,46.14220877458396,16.792738275340394,7500000.0,5187500.0,-2312500.0,UFA,2030.0,4.0,69.0,8476853
Troy Stecher,TOR,D,31.9699,Unknown,,,,787500.0,,,UFA,2026.0,0.0,6.0,8479442
Chris Tanev,TOR,D,36.2656,Unknown,,,,4500000.0,,,UFA,2030.0,4.0,11.0,8475690
Daniil But,UTA,L,21.1088,Depth / Bottom-6 F,60.514372163388806,17.549167927382754,22.390317700453856,950000.0,1000000.0,50000.0,RFA,2028.0,2.0,29.0,8484388
Michael Carcone,UTA,L,29.8535,Depth / Bottom-6 F,70.65052950075643,21.6338880484115,34.493192133131615,1750000.0,1650000.0,-100000.0,UFA,2028.0,2.0,70.0,8479619
Logan Cooley,UTA,C,21.8946,Offensive Driver F,84.11497730711044,27.08018154311649,64.44780635400907,10000000.0,5767457.031730842,-4232542.968269158,UFA,2034.0,8.0,45.0,8483431
Lawson Crouse,UTA,L,28.7584,Defensive / PK Forward,70.95310136157337,94.55370650529501,100.0,4300000.0,3250000.0,-1050000.0,UFA,2027.0,1.0,72.0,8478474
Dylan Guenther,UTA,R,22.9624,Offensive Driver F,85.9304084720121,26.77760968229955,67.8517397881997,7142875.0,6055800.516616581,-1087074.483383419,UFA,2033.0,7.0,71.0,8482699
Barrett Hayton,UTA,C,25.796,Offensive Driver F,65.9606656580938,35.09833585476551,44.62934947049924,2650000.0,3961535.078313209,1311535.0783132091,UFA,2026.0,0.0,67.0,8480849
Clayton Keller,UTA,R,27.6605,Offensive Driver F,89.10741301059002,6.051437216338881,59.4553706505295,7150000.0,5332974.85963959,-1817025.1403604103,UFA,2028.0,2.0,73.0,8479343
Alexander Kerfoot,UTA,C,31.6249,Defensive / PK Forward,43.267776096823,59.001512859304086,40.24205748865356,3000000.0,1000000.0,-2000000.0,UFA,2026.0,0.0,25.0,8477021
Jack McBain,UTA,C,26.2204,Defensive / PK Forward,55.975794251134644,77.91225416036308,76.77760968229954,4250000.0,3250000.0,-1000000.0,UFA,2030.0,4.0,73.0,8480855
Liam O'Brien,UTA,C,31.6605,Depth / Bottom-6 F,27.987897125567322,0.30257186081694404,1.2102874432677762,1000000.0,775000.0,-225000.0,UFA,2027.0,1.0,32.0,8477070
JJ Peterka,UTA,R,24.1971,Offensive Driver F,70.04538577912254,2.26928895612708,32.07261724659607,7700000.0,2705037.0038031465,-4994962.996196853,UFA,2030.0,4.0,73.0,8482175
Nick Schmaltz,UTA,C,30.089,Offensive Driver F,85.32526475037821,47.20121028744327,84.41754916792739,8000000.0,7367696.707288074,-632303.2927119257,UFA,2034.0,8.0,73.0,8477951
Kevin Stenlund,UTA,C,29.514,Defensive / PK Forward,30.559757942511347,90.16641452344932,79.80332829046898,2000000.0,3250000.0,1250000.0,UFA,2026.0,0.0,71.0,8478831
Brandon Tanev,UTA,L,34.2368,Depth / Bottom-6 F,8.169440242057489,45.38577912254161,2.26928895612708,2500000.0,775000.0,-1725000.0,UFA,2028.0,2.0,47.0,8479293
Kailer Yamamoto,UTA,R,27.4908,Depth / Bottom-6 F,57.186081694402425,21.331316187594553,21.482602118003026,775000.0,1000000.0,225000.0,UFA,2026.0,0.0,50.0,8479977
Ian Cole,UTA,D,37.0924,Shutdown Defenseman,16.187594553706504,99.09228441754917,92.4357034795764,2800000.0,4000000.0,1200000.0,UFA,2026.0,0.0,73.0,8474013
Nick DeSimone,UTA,D,31.3457,Depth / 7th Defenseman,14.826021180030258,39.636913767019664,7.2617246596066565,800000.0,793750.0,-6250.0,UFA,2026.0,0.0,37.0,8480084
Sean Durzi,UTA,D,27.4305,Offensive Defenseman,40.24205748865356,39.4856278366112,16.036308623298034,6000000.0,1500000.0,-4500000.0,UFA,2028.0,2.0,52.0,8480434
John Marino,UTA,D,28.8487,Shutdown Defenseman,27.685325264750375,71.55824508320727,51.43721633888049,4400000.0,2500000.0,-1900000.0,UFA,2027.0,1.0,73.0,8478507
Nate Schmidt,UTA,D,34.6968,Shutdown Defenseman,15.88502269288956,87.29198184568835,70.65052950075643,3500000.0,3750000.0,250000.0,UFA,2028.0,2.0,73.0,8477220
Mikhail Sergachev,UTA,D,27.7536,Offensive Defenseman,51.8910741301059,81.54311649016641,54.91679273827535,8500000.0,5500000.0,-3000000.0,UFA,2031.0,5.0,69.0,8479410
MacKenzie Weegar,UTA,D,32.2163,Offensive Defenseman,20.423600605143722,82.45083207261725,20.726172465960666,6250000.0,5187500.0,-1062500.0,UFA,2031.0,5.0,60.0,8477346
Nils Aman,VAN,C,26.1328,Unknown,,,,825000.0,,,UFA,2026.0,0.0,2.0,8482496
Teddy Blueger,VAN,C,31.614,Defensive / PK Forward,47.50378214826021,70.80181543116491,58.69894099848714,1800000.0,1100000.0,-700000.0,UFA,2026.0,0.0,24.0,8476927
Brock Boeser,VAN,R,29.0815,Offensive Driver F,74.73524962178517,31.61875945537065,53.857791225416044,7250000.0,4829454.695009628,-2420545.3049903717,UFA,2032.0,6.0,64.0,8478444
Filip Chytil,VAN,C,26.5572,Unknown,,,,4437500.0,,,UFA,2027.0,1.0,12.0,8480078
Jake DeBrusk,VAN,L,29.4401,Offensive Driver F,77.91225416036308,36.00605143721634,62.32980332829047,5500000.0,5584812.863102912,84812.86310291197,UFA,2031.0,5.0,70.0,8478498
Curtis Douglas,VAN,C,26.0561,Depth / Bottom-6 F,28.139183055975792,19.51588502269289,3.177004538577912,775000.0,775000.0,0.0,UFA,2026.0,0.0,29.0,8480876
Nils Hoglander,VAN,L,25.2649,Depth / Bottom-6 F,15.279878971255673,1.2102874432677762,0.15128593040847202,3000000.0,775000.0,-2225000.0,UFA,2028.0,2.0,29.0,8481535
Evander Kane,VAN,L,34.6502,Offensive Driver F,60.816944024205746,18.15431164901664,29.1981845688351,5125000.0,2405153.2474776036,-2719846.7525223964,UFA,2026.0,0.0,68.0,8475169
Linus Karlsson,VAN,C,26.36,Depth / Bottom-6 F,82.90468986384266,32.526475037821484,56.58093797276853,1750000.0,1650000.0,-100000.0,RFA,2028.0,2.0,68.0,8481024
Drew O'Connor,VAN,L,27.7974,Defensive / PK Forward,61.87594553706506,51.13464447806354,40.39334341906203,2500000.0,1000000.0,-1500000.0,UFA,2027.0,1.0,71.0,8482055
Liam Ohgren,VAN,L,22.1602,Unknown,,,,886666.0,,,UFA,2027.0,1.0,18.0,8483499
Aatu Räty,VAN,C,23.3648,Depth / Bottom-6 F,32.829046898638424,46.59606656580938,14.523449319213313,775000.0,1000000.0,225000.0,RFA,2027.0,1.0,55.0,8482691
Marco Rossi,VAN,C,24.5065,Unknown,,,,5000000.0,,,UFA,2028.0,2.0,17.0,8482079
Max Sasson,VAN,C,25.5551,Depth / Bottom-6 F,45.08320726172466,44.47806354009077,24.357034795763994,1750000.0,1000000.0,-750000.0,RFA,2028.0,2.0,60.0,8484136
Zeev Buium,VAN,D,20.3012,Offensive Defenseman,37.21633888048411,19.969742813918305,6.505295007564296,966667.0,1500000.0,533333.0,UFA,2027.0,1.0,31.0,8484798
Derek Forbort,VAN,D,34.0616,Unknown,,,,2000000.0,,,UFA,2026.0,0.0,2.0,8475762
Filip Hronek,VAN,D,28.397,Offensive Defenseman,45.53706505295008,80.18154311649016,46.29349470499244,7250000.0,5500000.0,-1750000.0,UFA,2032.0,6.0,71.0,8479425
Pierre-Olivier Joseph,VAN,D,26.7379,Depth / 7th Defenseman,13.464447806354011,41.90620272314675,9.001512859304086,775000.0,793750.0,18750.0,UFA,2026.0,0.0,26.0,8480058
Victor Mancini,VAN,D,23.8357,Unknown,,,,975000.0,,,RFA,2027.0,1.0,19.0,8483768
Elias Pettersson (C),VAN,C,27.3703,Offensive Driver F,76.09682299546142,28.895612708018152,54.311649016641454,11600000.0,4870925.478881837,-6729074.521118163,UFA,2031.0,5.0,63.0,8480012
Elias Pettersson (D),VAN,D,22.1081,Depth / 7th Defenseman,4.387291981845689,69.59152798789712,32.526475037821484,838333.0,775000.0,-63333.0,RFA,2027.0,1.0,61.0,8483678
Marcus Pettersson,VAN,D,29.8836,Shutdown Defenseman,8.018154311649017,93.04084720121028,78.21482602118003,5500000.0,3750000.0,-1750000.0,UFA,2031.0,5.0,71.0,8477969
Tom Willander,VAN,D,21.1253,Depth / 7th Defenseman,25.718608169440245,42.511346444780635,13.464447806354011,950000.0,793750.0,-156250.0,RFA,2028.0,2.0,59.0,8484240
Ivan Barbashev,VGK,L,30.2834,Depth / Bottom-6 F,86.23298033282904,9.833585476550681,42.662632375189105,5000000.0,1650000.0,-3350000.0,UFA,2028.0,2.0,73.0,8477964
Braeden Bowman,VGK,R,22.7515,Depth / Bottom-6 F,76.55068078668684,4.841149773071105,29.046898638426626,837500.0,1000000.0,162500.0,RFA,2027.0,1.0,54.0,8483890
Pavel Dorofeyev,VGK,R,25.4155,Offensive Driver F,93.94856278366112,4.53857791225416,64.90166414523449,1835000.0,5806272.6555764545,3971272.6555764545,UFA,2026.0,0.0,73.0,8481604
Nic Dowd,VGK,C,35.833,Defensive / PK Forward,27.53403933434191,96.06656580937972,88.04841149773071,3000000.0,3250000.0,250000.0,UFA,2027.0,1.0,55.0,8475343
Jack Eichel,VGK,C,29.41,Offensive Driver F,92.4357034795764,45.839636913767016,92.73827534039334,13500000.0,7969443.427166577,-5530556.572833423,UFA,2034.0,8.0,65.0,8478403
Tomas Hertl,VGK,C,32.3696,Offensive Driver F,94.55370650529501,31.77004538577912,88.35098335854765,8137500.0,7656925.437477521,-480574.56252247933,UFA,2030.0,4.0,73.0,8476881
Alexander Holtz,VGK,R,24.1725,Depth / Bottom-6 F,53.857791225416044,15.73373676248109,14.674735249621785,837539.0,1000000.0,162461.0,UFA,2027.0,1.0,28.0,8482125
Brett Howden,VGK,C,27.9945,Defensive / PK Forward,58.69894099848714,49.92435703479576,36.91376701966717,2500000.0,1000000.0,-1500000.0,UFA,2030.0,4.0,49.0,8479353
William Karlsson,VGK,C,33.2129,Unknown,,,,5900000.0,,,UFA,2027.0,1.0,14.0,8476448
Keegan Kolesar,VGK,R,28.9665,Depth / Bottom-6 F,33.43419062027231,61.27080181543116,23.751891074130103,2500000.0,1000000.0,-1500000.0,UFA,2028.0,2.0,73.0,8478434
Mitch Marner,VGK,R,28.8925,Offensive Driver F,77.76096822995461,45.99092284417549,68.07866868381241,12000000.0,6074795.830463828,-5925204.169536172,UFA,2033.0,7.0,72.0,8478483
Brandon Saad,VGK,L,33.4127,Depth / Bottom-6 F,32.37518910741301,34.79576399394856,8.774583963691377,2000000.0,775000.0,-1225000.0,UFA,2026.0,0.0,46.0,8476438
Colton Sissons,VGK,C,32.3888,Defensive / PK Forward,44.175491679273826,80.63540090771558,71.70953101361573,2857143.0,3250000.0,392857.0,UFA,2026.0,0.0,57.0,8476925
Cole Smith,VGK,R,30.412,Defensive / PK Forward,37.821482602118,89.56127080181543,84.72012102874432,1000000.0,3250000.0,2250000.0,UFA,2026.0,0.0,42.0,8482062
Reilly Smith,VGK,R,34.987,Depth / Bottom-6 F,49.016641452344935,34.64447806354009,21.936459909228443,2000000.0,1000000.0,-1000000.0,UFA,2026.0,0.0,63.0,8475191
Mark Stone,VGK,R,33.87,Offensive Driver F,99.39485627836612,49.016641452344935,98.63842662632375,9500000.0,8372960.801861267,-1127039.1981387334,UFA,2027.0,1.0,51.0,8475913
Rasmus Andersson,VGK,D,29.4127,Offensive Defenseman,50.378214826021186,74.5839636913767,48.26021180030257,4550000.0,5500000.0,950000.0,UFA,2026.0,0.0,48.0,8478397
Noah Hanifin,VGK,D,29.1663,Offensive Defenseman,33.88804841149773,55.824508320726174,18.456883509833585,7350000.0,5187500.0,-2162500.0,UFA,2032.0,6.0,62.0,8478396
Ben Hutton,VGK,D,32.9336,Depth / 7th Defenseman,26.4750378214826,23.903177004538577,3.0257186081694405,975000.0,793750.0,-181250.0,UFA,2026.0,0.0,52.0,8477018
Kaedan Korczak,VGK,D,25.1554,Depth / 7th Defenseman,8.32072617246596,63.54009077155824,27.685325264750375,3250000.0,812500.0,-2437500.0,UFA,2030.0,4.0,72.0,8481527
Jeremy Lauzon,VGK,D,28.9117,Depth / 7th Defenseman,6.354009077155824,86.68683812405446,55.6732223903177,2000000.0,775000.0,-1225000.0,UFA,2026.0,0.0,59.0,8478468
Brayden McNabb,VGK,D,35.1786,Shutdown Defenseman,9.984871406959153,91.07413010590015,74.73524962178517,3650000.0,3750000.0,100000.0,UFA,2028.0,2.0,54.0,8475188
Shea Theodore,VGK,D,30.6475,Offensive Defenseman,41.75491679273828,60.21180030257186,29.652042360060516,7425000.0,5500000.0,-1925000.0,UFA,2032.0,6.0,61.0,8477447
Morgan Barron,WPG,C,27.3155,Defensive / PK Forward,58.54765506807866,94.85627836611195,98.48714069591527,1850000.0,3250000.0,1400000.0,UFA,2027.0,1.0,63.0,8480289
Kyle Connor,WPG,L,29.295,Offensive Driver F,92.58698940998488,27.987897125567322,82.60211800302571,12000000.0,7231323.77895198,-4768676.22104802,UFA,2034.0,8.0,72.0,8478398
Parker Ford,WPG,C,25.6838,Unknown,,,,812500.0,,,UFA,2027.0,1.0,11.0,8484135
Alex Iafallo,WPG,L,32.2628,Defensive / PK Forward,55.37065052950075,32.37518910741301,15.431164901664147,3666666.0,1000000.0,-2666666.0,UFA,2028.0,2.0,72.0,8480113
Cole Koepke,WPG,L,27.8604,Defensive / PK Forward,51.28593040847201,81.69440242057489,80.78668683812406,1000000.0,3250000.0,2250000.0,UFA,2026.0,0.0,56.0,8481043
Brad Lambert,WPG,C,22.2697,Unknown,,,,886666.0,,,RFA,2027.0,1.0,15.0,8483471
Adam Lowry,WPG,C,32.9938,Defensive / PK Forward,42.208774583963695,57.791225416036305,37.821482602118,5000000.0,1000000.0,-4000000.0,UFA,2031.0,5.0,60.0,8476392
Vladislav Namestnikov,WPG,C,33.3415,Depth / Bottom-6 F,37.065052950075646,50.832072617246595,21.18003025718608,3000000.0,1000000.0,-2000000.0,UFA,2027.0,1.0,57.0,8476480
Nino Niederreiter,WPG,R,33.5469,Depth / Bottom-6 F,68.38124054462935,19.062027231467475,29.954614220877456,4000000.0,1000000.0,-3000000.0,UFA,2027.0,1.0,55.0,8475799
Gustav Nyquist,WPG,R,36.5667,Depth / Bottom-6 F,36.157337367624805,29.1981845688351,9.001512859304086,3250000.0,775000.0,-2475000.0,UFA,2026.0,0.0,51.0,8474679
Cole Perfetti,WPG,C,24.2327,Offensive Driver F,75.49167927382754,7.564296520423601,41.75491679273828,3250000.0,3681590.309425488,431590.3094254881,UFA,2026.0,0.0,58.0,8482149
Isak Rosen,WPG,R,23.0335,Unknown,,,,894167.0,,,RFA,2026.0,0.0,16.0,8482765
Mark Scheifele,WPG,C,33.0322,Offensive Driver F,93.4947049924357,22.54160363086233,79.4251134644478,8500000.0,6988290.140319932,-1511709.8596800677,UFA,2031.0,5.0,72.0,8476460
Jonathan Toews,WPG,C,37.9083,Offensive Driver F,56.12708018154312,16.64145234493192,23.44931921331316,2000000.0,1791692.6952607841,-208307.30473921588,UFA,2026.0,0.0,72.0,8473604
Gabriel Vilardi,WPG,C,26.6119,Offensive Driver F,92.73827534039334,10.136157337367626,66.86838124054462,7500000.0,5973158.755846651,-1526841.2441533487,UFA,2031.0,5.0,72.0,8480014
Danil Zhilkin,WPG,C,22.2697,Unknown,,,,,,,UFA,,1.0,4.0,8483526
Jacob Bryson,WPG,D,28.3532,Depth / 7th Defenseman,17.246596066565807,45.08320726172466,12.329803328290469,900000.0,793750.0,-106250.0,UFA,2026.0,0.0,35.0,8480196
Dylan DeMelo,WPG,D,32.9035,Shutdown Defenseman,6.656580937972769,84.72012102874432,61.87594553706506,4900000.0,2500000.0,-2400000.0,UFA,2028.0,2.0,72.0,8476331
Haydn Fleury,WPG,D,29.7166,Depth / 7th Defenseman,6.80786686838124,73.37367624810892,38.42662632375189,950000.0,775000.0,-175000.0,UFA,2027.0,1.0,31.0,8477938
Ville Heinola,WPG,D,25.0678,Unknown,,,,800000.0,,,UFA,2026.0,0.0,3.0,8481572
Colin Miller,WPG,D,33.4073,Unknown,,,,1500000.0,,,UFA,2026.0,0.0,15.0,8476525
Josh Morrissey,WPG,D,30.9979,Offensive Defenseman,50.832072617246595,42.05748865355522,28.74432677760968,6250000.0,5187500.0,-1062500.0,UFA,2028.0,2.0,67.0,8477504
Neal Pionk,WPG,D,30.6612,Shutdown Defenseman,16.036308623298034,87.5945537065053,71.86081694402421,7000000.0,3750000.0,-3250000.0,UFA,2031.0,5.0,44.0,8480145
Elias Salomonsson,WPG,D,21.5688,Depth / 7th Defenseman,20.574886535552196,54.91679273827535,23.903177004538577,815000.0,812500.0,-2500.0,UFA,2027.0,1.0,29.0,8483510
Dylan Samberg,WPG,D,27.1704,Shutdown Defenseman,8.774583963691377,90.92284417549168,73.97881996974282,5750000.0,3750000.0,-2000000.0,UFA,2028.0,2.0,56.0,8480049
Anthony Beauvillier,WSH,R,28.7995,Defensive / PK Forward,52.193645990922846,59.30408472012103,45.839636913767016,2750000.0,1100000.0,-1650000.0,UFA,2027.0,1.0,73.0,8478463
Pierre-Luc Dubois,WSH,C,27.7563,Offensive Driver F,52.79878971255674,16.187594553706504,19.36459909228442,8500000.0,1344718.0533865723,-7155281.946613427,UFA,2031.0,5.0,21.0,8479400
Brandon Duhaime,WSH,L,28.846,Depth / Bottom-6 F,20.87745839636914,85.47655068078669,27.382753403933435,1850000.0,1000000.0,-850000.0,UFA,2026.0,0.0,73.0,8479520
Ethen Frank,WSH,R,28.1369,Depth / Bottom-6 F,74.88653555219365,43.34341906202723,55.06807866868382,2000000.0,1650000.0,-350000.0,UFA,2028.0,2.0,60.0,8483573
David Kampf,WSH,C,31.2033,Defensive / PK Forward,18.15431164901664,58.24508320726173,26.172465960665658,1100000.0,1000000.0,-100000.0,UFA,2026.0,0.0,38.0,8480144
Hendrix Lapierre,WSH,C,24.1259,Depth / Bottom-6 F,48.86535552193646,31.46747352496218,19.89409984871407,850000.0,1000000.0,150000.0,RFA,2026.0,0.0,68.0,8482148
Ryan Leonard,WSH,R,21.1773,Offensive Driver F,79.27382753403933,14.674735249621785,50.832072617246595,950000.0,4550074.770118154,3600074.7701181537,UFA,2027.0,1.0,66.0,8484186
Connor McMichael,WSH,L,25.1937,Defensive / PK Forward,65.80937972768533,74.28139183055976,78.06354009077155,2100000.0,3250000.0,1150000.0,UFA,2026.0,0.0,69.0,8481580
Alex Ovechkin,WSH,L,40.5229,Offensive Driver F,86.68683812405446,13.61573373676248,60.66565809379728,9500000.0,5439568.232973078,-4060431.7670269217,UFA,2026.0,0.0,73.0,8471214
Aliaksei Protas,WSH,L,25.2183,Defensive / PK Forward,78.66868381240545,64.75037821482601,69.28895612708018,3375000.0,3250000.0,-125000.0,UFA,2029.0,3.0,69.0,8481656
Justin Sourdif,WSH,C,24.0082,Depth / Bottom-6 F,65.20423600605145,48.56278366111952,47.50378214826021,825000.0,1650000.0,825000.0,RFA,2027.0,1.0,69.0,8482088
Dylan Strome,WSH,C,29.0541,Offensive Driver F,82.75340393343419,19.36459909228442,58.24508320726173,5000000.0,5225572.294678949,225572.29467894882,UFA,2028.0,2.0,71.0,8478440
Tom Wilson,WSH,R,31.9945,Offensive Driver F,87.74583963691377,78.06354009077155,99.09228441754917,6500000.0,8403204.051906725,1903204.0519067254,UFA,2031.0,5.0,63.0,8476880
Declan Chisholm,WSH,D,26.204,Depth / 7th Defenseman,19.969742813918305,33.13161875945537,5.597579425113464,1600000.0,793750.0,-806250.0,UFA,2027.0,1.0,26.0,8480990
Jakob Chychrun,WSH,D,27.989,Offensive Defenseman,63.54009077155824,44.3267776096823,44.78063540090771,9000000.0,5500000.0,-3500000.0,UFA,2033.0,7.0,71.0,8479345
Martin Fehérváry,WSH,D,26.4723,Shutdown Defenseman,20.12102874432678,99.69742813918305,94.40242057488653,6000000.0,4000000.0,-2000000.0,UFA,2033.0,7.0,72.0,8480796
Cole Hutson,WSH,D,19.7454,Unknown,,,,940833.0,,,RFA,2028.0,2.0,5.0,8484873
Timothy Liljegren,WSH,D,26.9076,Shutdown Defenseman,14.069591527987896,80.93797276853253,59.75794251134644,3000000.0,2500000.0,-500000.0,UFA,2026.0,0.0,43.0,8480043
Dylan McIlrath,WSH,D,33.9329,Unknown,,,,800000.0,,,UFA,2027.0,1.0,12.0,8475795
Matt Roy,WSH,D,31.0719,Shutdown Defenseman,11.346444780635402,98.33585476550681,89.40998487140696,5750000.0,4000000.0,-1750000.0,UFA,2030.0,4.0,70.0,8478911
Rasmus Sandin,WSH,D,26.0534,Depth / 7th Defenseman,31.01361573373676,73.5249621785174,51.8910741301059,4600000.0,775000.0,-3825000.0,UFA,2029.0,3.0,66.0,8480873
Trevor van Riemsdyk,WSH,D,34.6749,Depth / 7th Defenseman,14.977307110438728,83.35854765506808,56.732223903177,3658333.0,775000.0,-2883333.0,UFA,2027.0,1.0,59.0,8477845
